isbn13,full_title,authors,published_year,description,refined_categories,average_rating,num_pages,thumbnail
9780618711673,"King Leopold's Ghost: A Story of Greed, Terror, and Heroism in Colonial Africa",Adam Hochschild,2006,"In ""an enthralling story, full of fascinating characters, intense drama, high adventure, deceitful manipulation, courageous truth-telling, and splendid moral fervor"" (""Christian Science Monitor""), Hochschild tells the story of King Leopold of Belgium, a megalomaniac of monstrous portions. 31 photos. Map.","['Historical', 'Non-fiction']",4.16,384.0,
9780618773558,"The Chosen: The Hidden History of Admission and Exclusion at Harvard, Yale, and Princeton",Jerome Karabel,2006,"A professor of sociology at the University of California presents the findings of his survey of admissions at Princeton, revealing a century of exclusion that cuts to the core of the American experience, while raising important questions about the stratification of higher education in America. Reprint.","['Historical', 'Non-fiction', 'Young Adult']",4.06,736.0,http://books.google.com/books/content?id=zwf-Ofc--toC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780618894642,Children of Húrin: the tale of the children of Hurin,John Ronald Reuel Tolkien,2007,"A fantasy adventure saga set in the early days of Middle-Earth features humans and elves, dwarves and dragons, orcs and dark sorcerers clashing in an epic battle between good and evil.","[""Children's"", 'Fantasy', 'Adventure', 'Historical', 'Young Adult']",3.97,313.0,http://books.google.com/books/content?id=W6crAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780631163022,The Ideology of the Aesthetic,Terry Eagleton,1991,"The Ideology of the Aesthetic presents a history and critique of the concept of the aesthetic throughout modern Western thought. As such, this is a critical survey of modern Western philosophy, focusing in particular on the complex relations between aesthetics, ethics and politics. Eagleton provides a brilliant and challenging introduction to these concerns, as characterized in the work of Kant, Schiller, Schopenhauer, Kierkegaard, Marx, Nietzsche, Freud, Heidegger, Lukacs, Adorno, Habermas, and others. Wide in span, as well as morally and politically committed, this is Terry Eagleton's major work to date. It forms both an original enquiry and an exemplary introduction.","['Historical', 'Non-fiction', 'Young Adult', 'Mystery', 'Personal Development', ""Children's""]",4.13,432.0,http://books.google.com/books/content?id=QzYDaoaUyLYC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780631169406,On Certainty,Ludwig Wittgenstein,1991,"Written over the last 18 months of his life and inspired by his interest in G. E. Moore's defence of common sense, this much discussed volume collects Wittgenstein's reflections on knowledge and certainty, on what it is to know a proposition for sure.","['Non-fiction', 'Historical', 'Young Adult', 'Personal Development']",4.16,114.0,http://books.google.com/books/content?id=ZGHG6WkVF5EC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780631186274,Western Philosophy: An Anthology,John G. Cottingham,1996,"From ancient Greece to the leading philosophers of today, Western Philosophy: An Anthology provides the most comprehensive and authoritative survey of the Western philosophical tradition. In 100 substantial and carefully chosen extracts, the volume covers all the main branches of philosophy - theory of knowledge and metaphysics, philosophy of mind, religion and science, moral philosophy (theoretical and applied), political theory and aesthetics. Chronologically and thematically arranged, the readings are introduced and linked together by a lucid philosophical commentary which guides the reader through the key arguments. This outstanding text will support a wide variety of introductory courses in philosophy, as well as providing more advanced students with a handy collection of classic source materials.","['Non-fiction', 'Religion', 'Historical', 'Young Adult', 'Personal Development', 'Love', 'Mystery']",4.06,656.0,http://books.google.com/books/content?id=imkTo_sNrKcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780631198192,Liberals and Communitarians,Stephen Mulhall;Adam Swift,1996,This is a substantially updated edition of the established guide to this key debate in modern political philosophy.,"['Young Adult', 'Non-fiction']",4.04,388.0,http://books.google.com/books/content?id=tpPfWtJahCcC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780631231271,"Philosophical Investigations: The German Text, with a Revised English Translation 50th Anniversary Commemorative Edition",Ludwig Wittgenstein,1991,"The Philosophical Investigations of Ludwig Wittgenstein (1889-1951) present his own distillation of two decades of intense work on the philosophies of mind, language and meaning.","['Historical', 'Non-fiction', 'Young Adult']",4.23,464.0,http://books.google.com/books/content?id=JoPYriJM1cwC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780634041129,Michael W. Smith: Freedom,Michael W. Smith,2002,"(Piano Solo Personality). Our piano solo folio features all 12 tunes from the first instrumental CD by this multi-million-selling CCM artist. Recorded in Ireland and released in 2000, Freedom includes the songs: The Call * Carol Ann * Cry of the Heart * Free Man * Freedom * Freedom Battle * The Giving * Hibernia * Letter to Sarah * The Offering * Prayer for Taylor * Thy Word.",['Historical'],3.8,72.0,http://books.google.com/books/content?id=6iIrPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780635034700,"The Mystery of the Ancient Pyramid (Cairo, Egypt): Cairo, Egypt",Carole Marsh,2006,"Mimi, Papa, Grant and Christina find themselves in Egypt trying to solve a mystery involving a missing mummy, a curse and a mad archaeologist.","['Mystery', 'Historical', 'Non-fiction', 'Young Adult', ""Children's"", 'Adventure', 'Science Fiction', 'Fantasy']",3.61,128.0,http://books.google.com/books/content?id=2WDcIRrSRCMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780664226107,The Gospel According to Tolkien: Visions of the Kingdom in Middle-Earth,Ralph C. Wood,2003,": In this accessible and engaging book, Ralph Wood shows us that J.R.R. Tolkien's masterpiece is a deeply Christian work because it does not blink back the horrors of our terrible times but confronts them with startling honesty. Readers keep turning to this work because here they are immersed in significance and meaning - perceiving the Hope than can be found amidst despair; the Charity that overcomes vengeance; and the Faith that springs from the strange power of weakness. The Gospel According to Tolkien will be loved by both longtime Tolkien fans and those recently drawn to his books through the popular feature films.","['Religion', 'Non-fiction', 'Horror', ""Children's"", 'Historical']",4.07,169.0,http://books.google.com/books/content?id=xcQSngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780664228910,That Godless Court?: Supreme Court Decisions on Church-state Relationships,Ronald Bruce Flowers,2005,"The religion clauses of the First Amendment, which seem simple and clear, have been and continue to be controversial in their application. Church-state issues have never been more complex, controversial, and divisive than they are today. In this helpful and instructive book, Ronald B. Flowers explains clearly and concisely the intricacies and implications of Supreme Court decisions in the volatile area of church-state relations. This is an ideal primer for those Americans who have listened to the debates about what the Supreme Court has and has not said about the relationship between church and state, and where the boundaries between the two have been eroded. It is also ideal for use in the classroom, specifically in undergraduate courses in religion and the court, introductions to U.S. constitutional law, constitutional law and politics, and the Supreme Court. The book is also a helpful tool for pastors, clarifying contemporary church-state issues that impact their churches and parishioners directly and indirectly.","['Religion', 'Non-fiction', ""Children's"", 'Love', 'Mystery', 'Young Adult']",3.54,228.0,http://books.google.com/books/content?id=kjLLlS9hWmYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780664241582,Luther and Erasmus: Free Will and Salvation,Ernest Gordon Rupp;Philip Saville Watson,1969,"This volume includes the texts of Erasmus's 1524 diatribe against Luther, De Libero Arbitrio, and Luther's violent counterattack, De Servo Arbitrio. E. Gordon Rupp and Philip Watson offer commentary on these texts as well. Long recognized for the quality of its translations, introductions, explanatory notes, and indexes, the Library of Christian Classics provides scholars and students with modern English translations of some of the most significant Christian theological texts in history. Through these works--each written prior to the end of the sixteenth century--contemporary readers are able to engage the ideas that have shaped Christian theology and the church through the centuries.","['Historical', 'Religion', 'Non-fiction', 'Young Adult']",3.81,364.0,http://books.google.com/books/content?id=IU_8JDjxL34C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780670032563,The New Spirit,Havelock Ellis,1970,"Roland, the Last Gunslinger, and his companions--Eddie Dean and Susannah--cross the desert of damnation, drawing ever closer to the Dark Tower, a legion of fiendish foes, and revelations that could alter the world.","['Adventure', 'Historical', 'Fantasy', 'Young Adult', 'Science Fiction']",4.24,422.0,https://covers.openlibrary.org/b/id/400387-M.jpg
9780670034666,Self-made Man: One Woman's Journey Into Manhood and Back Again,Norah Vincent,2006,"A Los Angeles Times columnist recounts her eighteen-month undercover stint as a man, a time during which she underwent considerable personal risks as she worked a sales job, joined a bowling league, frequented sex clubs, dated, and encountered firsthand the rigid codes and rituals of masculinity. 80,000 first printing.","['Non-fiction', 'Historical']",3.32,290.0,http://books.google.com/books/content?id=PGiBQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670036653,The Roald Dahl Treasury,Roald Dahl,2003,"Presents selections from the author's children's books arranged in such categories as ""Animals,"" ""Magic,"" ""Family, friends and foes,"" and ""Matters of importance""","[""Children's""]",4.43,448.0,http://books.google.com/books/content?id=NJfZAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670037605,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick,2006,"A history of the Pilgrim settlement of New England challenges popular misconceptions, discussing such topics as the diseases of European origin suffered by the Wampanoag tribe, the fragile working relationship between the Pilgrims and their Native American neighbors, and the devastating impact of the King Philip's War. By the author of Sea of Glory. 450,000 first printing.","['Historical', 'Non-fiction', 'Young Adult', ""Children's""]",3.87,461.0,http://books.google.com/books/content?id=qk9AXww_XysC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670037773,Special Topics in Calamity Physics,Marisha Pessl,2006,"Having moved from one academic outpost to another throughout her childhood at the side of her aphorism-prone father, Blue van Meer attends the elite St. Gallway School in her senior year, where she falls in with a charismatic group of friends before the deaths of a teacher and student awaken her analytical instincts. A first novel. 50,000 first printing.",['Young Adult'],3.71,514.0,http://books.google.com/books/content?id=6wAkEofYH_IC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670037780,Helen of Troy,Margaret George,2006,"Married at a tender age to the Spartan king Menelaus, the beautiful Helen bears him a daughter and anticipates a passionless marriage before falling in love with the Trojan prince Paris, with whom she flees to Troy with devastating consequences.","['Historical', 'Young Adult', 'Love', 'Adventure', 'Non-fiction', 'Fantasy']",3.92,611.0,http://books.google.com/books/content?id=M_35s5ud9QIC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670037865,Dust: A Richard Jury Mystery,Martha Grimes,2007,Richard Jury investigates the death of a wealthy bachelor with a mysterious past who was last seen in a club named Dust.,"['Mystery', 'Historical', 'Young Adult']",3.64,342.0,http://books.google.com/books/content?id=HT9ir9clPfkC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670038381,The Mistress's Daughter,A. M. Homes,2007,"A woman who was adopted as a newborn recounts her experience of meeting her birth parents, describing how adoption affected her sense of identity, her efforts to learn about her late birth mother's personal life, and her discouragement with her birth father's unwillingness to invite her into his family.","['Non-fiction', 'Historical']",3.28,256.0,http://books.google.com/books/content?id=PjNZlxRmi9oC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670820559,Spycatcher: The Candid Autobiography of a Senior Intelligence Officer,Peter Wright,1987,"The former assistant director of MI5 offers an account of British Intelligence, including his work on the Ring of Five and exposing Soviet espionage and the conspiracy to oust Harold Wilson from the office of Prime Minister in the 1970s","['Non-fiction', 'Historical']",3.72,392.0,http://books.google.com/books/content?id=gkeJAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670876129,The Adventures of Pippi Longstocking,Astrid Lindgren;Michael Chesworth,1997,"An enticing, newly illustrated collection of the enduringly popular Pippi stories. Since Pippi Longstocking was first published in 1950, the escapades of the incomparable Pippi,the girl with upside-down braids and no parents to tell her what to do, have delighted boys and girls alike. Now, for the first time, Pippi Longstocking, Pippi Goes on Board, and Pippi in the South Seas are all together in one bumper volume, with new illustrations in full-color and black-and-white.The collection is an ideal introduction for anyone discovering Pippi for the first time, while confirmed fans will enjoy revisiting their favorite episodes and recalling some they've forgotten. Her admirers will also find fascinating new biographical information about author Astrid Lindgren and the origin of the Pippi stories. Astrid Lindgren was awarded the 1958 Hans Christian Andersen Medal for her contribution to international children's literature.","['Adventure', ""Children's"", 'Historical', 'Personal Development', 'Young Adult', 'Mystery', 'Fantasy', 'Love']",4.25,290.0,http://books.google.com/books/content?id=n0sHAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670886586,Haroun and the Sea of Stories,Salman Rushdie,1999,"It all begins with a letter. Fall in love with Penguin Drop Caps, a new series of twenty-six collectible and hardcover editions, each with a type cover showcasing a gorgeously illustrated letter of the alphabet. In a design collaboration between Jessica Hische and Penguin Art Director Paul Buckley, the series features unique cover art by Hische, a superstar in the world of type design and illustration, whose work has appeared everywhere from Tiffany & Co. to Wes Anderson's recent film Moonrise Kingdom to Penguin's own bestsellers Committed and Rules of Civility. With exclusive designs that have never before appeared on Hische's hugely popular Daily Drop Cap blog, the Penguin Drop Caps series debuted with an 'A' for Jane Austen's Pride and Prejudice, a 'B' for Charlotte Bronte's Jane Eyre, and a 'C' for Willa Cather's My Antonia. It continues with more perennial classics, perfect to give as elegant gifts or to showcase on your own shelves. R is for Rushdie. Set in an exotic Eastern landscape peopled by magicians and fantastic talking animals, Salman Rushdie's classic children's novel Haroun and the Sea of Stories inhabits the same imaginative space as Gulliver's Travels, Alice in Wonderland, and The Wizard of Oz. Haroun, a 12-year-old boy sets out on an adventure to restore the poisoned source of the sea of stories. On the way, he encounters many foes, all intent on draining the sea of all its storytelling powers.","[""Children's"", 'Love']",4.01,224.0,http://books.google.com/books/content?id=O-6nPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670913527,Artemis Fowl: The Eternity Code,Eoin Colfer,2003,"Twelve-year-old villain, Artemis Fowl, is the most ingenious criminal mastermind in history. His bold and daring plan is to hold a leprechaun to ransom; but he's taking on more than a bunch of fairies when he kidnaps Captain Holly Short of the Lep-Recon (lower elements police reconnaissance unit).","['Young Adult', 'Historical']",4.05,329.0,http://books.google.com/books/content?id=TOqePwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780670915415,In the Shadow of No Towers,Art Spiegelman,2004,"On 11th September 2001, Art Spiegelman raced to the World Trade Center, not knowing if his daughter Nadja was alive or dead. Once she was found safe in her school at the foot of the burning towers he returned home, to meditate on the trauma, and to work on a comic strip. Subversive, iconic, and burningly articulate, In the Shadow of No Towers is New Yorker Art Spiegelman's extraordinary account of 'the hijacking on 9.11 and the subsequent hijacking of those events' by America.","['Non-fiction', 'Historical', 'Horror']",3.68,48.0,http://books.google.com/books/content?id=0mLvAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671000745,Echo Platoon,Richard Marcinko;John Weisman,2001,"With Iran and Russia angling to take over oil resources in the Caspian Sea, the Navy SEALs, accompanied by Major Jessica Van Pachen and the Rogue Warrior, are sent in to protect American interests in the region. Reprint.","['Historical', 'Young Adult', 'Science Fiction', 'Non-fiction']",3.95,402.0,http://books.google.com/books/content?id=NqJ7l2bMCIYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671003470,The Law of Enclosures,Dale Peck,1997,"The story of a forty-year marriage follows the turbulence and joys shared by Henry and Beatrice, who in the emotional fallout of their relationship discover that they still have mutual feelings of love for each other. Reprint.","['Historical', 'Non-fiction']",3.65,320.0,http://books.google.com/books/content?id=eYkgIE2OIigC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671004545,You Belong To Me,Mary Higgins Clark,1999,"“The mistress of high tension” (The New Yorker) and undisputed Queen of Suspense Mary Higgins Clark brings us another New York Times bestselling novel that USA TODAY calls “her page-turning best” about a killer who targets lonely women on cruise ships, a masterful combination of page-turning suspense and classic mystery. When Dr. Susan Chandler decides to use her daily radio talk show to explore the phenomenon of women who disappear and are later found to have become victims of killers who prey on the lonely and insecure, she has no idea that she is exposing herself—and those closest to her—to the very terror that she hopes to warn others against. Susan sets out to determine who is responsible for an attempt on the life of a woman who called in to the show offering information on the mysterious disappearance from a cruise ship, years before, of Regina Clausen, a wealthy investment advisor. Soon Susan finds herself in a race against time, for not only does the killer stalk these lonely women, but he seems intent on eliminating anyone who can possibly further Susan’s investigation. As her search intensifies, Susan finds herself confronted with the realization that one of the men who have become important figures in her life might actually be the killer. And as she gets closer to uncovering his identity, she realizes almost too late that the hunter has become the hunted. Is she the next one marked for murder?","['Mystery', 'Horror']",3.86,384.0,http://books.google.com/books/content?id=zOTWszVu2GMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671007638,"Runaways: Journey to the center of the earth, The mysterious island [and] Michael Strogoff",V.C. Andrews,1998,"The spellbinding Orphans series concludes in this thrilling new novel from V.C. Andrews®... ""All for one and one for all"" was the girls' motto. In the grim foster home for orphans run by Louise and Gordon Tooey, at least Brooke, Crystal, Raven, and Butterfly had each other. Calling themselves ""sisters,"" together they could forget the past and dream of a new chance...a real home. Then they discovered a secret even more haunting than Gordon's heavy boots pounding on the wooden floors. Their fragile hopes of a better life shattered, they escaped the only way they could. Soon they were runaways in a borrowed car, desperately wishing to wake up one morning in a place of sunshine and love. Raven hoped to be a singer, Butterfly wanted to be a dancer, Crystal planned for college, and Brooke privately hoped to find her mother in California. On the open road the chains of sadness that had bound them seemed to melt away, and the kindness of strangers made a secure future seem almost real. But the highway was a dangerous place, and soon they were penniless and more vulnerable than ever. Alone under the wide western sky, they had only each other to ask if they should give up their dreams...or if they were really halfway to a haven of safety and happiness....","['Young Adult', 'Mystery', 'Fantasy', 'Adventure', 'Science Fiction', 'Love', 'Horror', 'Personal Development', ""Children's"", 'Historical', 'Religion']",3.77,342.0,http://books.google.com/books/content?id=zxTAAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671009441,"Private Parts: Tonio Kröger, Tristan, Blood of the Walsungs, Mario and the magician : a critical commentary",Howard Stern;John D. Simons,1997,"The King of All Media is back, letting it all hang out in his outrageous new movie! Here's the reader's chance to discover the book that began the phenomenon. Studded throughout with Howard's favorite photos, this is the original, in-your-face manifesto that will once again have fans storming the bookstore--and everyone else running for cover.",['Historical'],3.76,660.0,http://books.google.com/books/content?id=LTJFsGNJwyYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671014919,My Gal Sunday,Mary Higgins Clark,2003,"A dashing ex-president and his young congresswoman bride become an irresistible sleuthing duo in four acclaimed stories from the #1 New York Times bestselling Queen of Suspense. Henry Parker Britland IV—wealthy, worldly, and popular—is enjoying an early retirement. His new wife, Sunday—as clever as she is lovely—has just been elected to Congress in a stunning upset victory that has made her a media darling. Henry and Sunday make a formidable team...and never more so than when they set out to solve baffling high-society crimes. From a long-unsolved case they reconstruct aboard the presidential yacht to a kidnapping that brings Henry frantically back to the White House, the former president and his bride engage in some of the most audacious and original sleuthing ever imagined. Only Mary Higgins Clark can so seamlessly meld spellbinding suspense, wit, and romance. My Gal Sunday is entertainment of the highest order.","['Mystery', 'Young Adult']",3.57,206.0,http://books.google.com/books/content?id=mL-Mf2cSlucC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671015206,The Millionaire Next Door: the surprising secrets of America's wealthy,Thomas J. Stanley;William D. Danko,1998,"Reveals that the accumulation of wealth in the United States is most often done through hard work, diligent savings, and living a frugal lifestyle","['Non-fiction', 'Historical']",4.02,258.0,http://books.google.com/books/content?id=ldpaww5kkmoC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671019099,The Tenth Man,Graham Greene,1998,"Held prisoner by the Germans during World War II, a wealthy French lawyer is chosen to die but makes a cowardly trade for his life, a decision that he must pay for as a free man. Reprint.","['Historical', 'Non-fiction', 'Young Adult']",3.72,160.0,http://books.google.com/books/content?id=-2JwRgEsYdgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671021009,She's Come Undone,Wally Lamb,1998,"In this extraordinary coming-of-age odyssey, Wally Lamb invites us to hitch a wild ride on a journey of love, pain, and renewal with the most heartbreakingly comical heroine to come along in years. Meet Dolores Price. She's 13, wise-mouthed but wounded, having bid her childhood goodbye. Stranded in front of her bedroom TV, she spends the next few years nourishing herself with the Mallomars, potato chips, and Pepsi her anxious mother supplies. When she finally orbits into young womanhood at 257 pounds, Dolores is no stronger and life is no kinder. But this time she's determined to rise to the occasion and give herself one more chance before she really goes under.","['Young Adult', 'Adventure', 'Non-fiction', 'Personal Development']",3.86,465.0,http://books.google.com/books/content?id=Oj3qixCHJNMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671024185,Morgan's Run,Colleen McCullough,2002,"Colleen McCullough captivated millions with her beloved worldwide bestseller The Thorn Birds. Now she takes readers to the birth of modern Australia with a breath-taking saga brimming with drama, history, and passion. It was one of the greatest human experiments ever undertaken: to populate an unknown continent with the criminals of English society. For Richard Morgan, twelve months as a prisoner on the high seas would be just the beginning in a soul-trying test to survive in a hostile new land where, against all odds, he would find a new love and a new life. From the dank cells of England's prisons to the unforgiving frontier of the eighteenth-century outback, Morgan's Run is the epic tale of one man whose strength and character helped settle a country and define its future.","['Historical', 'Non-fiction', 'Adventure', 'Young Adult', 'Fantasy']",3.94,848.0,http://books.google.com/books/content?id=XtgXaI7yBrMC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671024208,The October Horse: A Novel of Caesar and Cleopatra,Colleen McCullough,2003,"Now in paperback--the sweeping epic of ancient Rome from the #1 bestselling author of ""The Thorn Birds"" that brings to life Gaius Julius Caesar during the last days of the Roman Republic.",['Historical'],4.28,1110.0,http://books.google.com/books/content?id=XWWDrNeqFgUC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671024239,Bag of Bones: [a novel],Stephen King,1999,"Plagued by vivid nightmares of the summer house he had shared with his late wife, grieving widower Mike Noonan returns to his former Maine getaway, only to find a town in the grip of a ruthless millionaire and tormented by a series of ghostly visitations. Reprint.",['Horror'],3.89,736.0,http://books.google.com/books/content?id=cnKmAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671024819,Wither,J G Passarella,2000,"When a quiet college town is invaded by bloodhungry demons, a savvy college freshman teams up with a local amateur historian to uncover a terrifying crime in the town's past. Reprint.","['Young Adult', 'Historical', 'Non-fiction', 'Science Fiction', 'Horror', 'Fantasy']",3.72,438.0,http://books.google.com/books/content?id=L3ANZWIU2RgC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671025700,The Last Dance: a novel of the 87th Precinct,Ed McBain,2000,"In this city, you can get anything done for a price. If you want someone's eyeglasses smashed, it'll cost you a subway token. You want his fingernails pulled out? His legs broken? You want him hurt so bad he's an invalid his whole life? You want him...killed? Let me talk to someone. It can be done. The hanging death of a nondescript old man in a shabby little apartment in a meager section of the 87th Precinct is nothing much in this city, especially to detectives Carella and Meyer. But everyone has a story, and this old man's story stood to make some people a lot of money. His story takes Carella, Meyer, Brown, and Weeks on a search through Isola's seedy strip clubs and to the bright lights of the theater district. There they discover an upcoming musical with ties to a mysterious drug -- and a killer who stays until the last dance.","['Mystery', 'Horror']",3.69,336.0,http://books.google.com/books/content?id=OGxiKastPxsC&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671026011,The Empty Chair,Jeffery Deaver,2001,"Renowned criminalist Lincoln Rhyme faces his ultimate opponent: a kidnapper and murderer dubbed the Insect Boy. But Rhyme is in for a surprise when he learns that catching a criminal is one thing...and keeping him is another. Now Rhyme, in North Carolina to undergo risky spinal cord surgery, finds himself hunting a ruthless killer in the heart of a southern swampland -- and going head-to-head with his protégé, Amelia Sachs, in a rivalry that tests the limits of both their expertise and their love.","['Young Adult', 'Non-fiction', 'Historical', 'Adventure', 'Science Fiction']",4.07,512.0,http://books.google.com/books/content?id=xLPy2D0d2F4C&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671026226,Clive Cussler and Dirk Pitt Revealed,Clive Cussler;Craig Dirgo,1998,"Includes photographs, summaries of each Dirk Pitt novel, an interview with Cussler, and Dirk Pitt trivia questions","['Non-fiction', 'Science Fiction']",3.88,544.0,http://books.google.com/books/content?id=dxBMJjQA_WsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671027124,All Through the Night,Mary Higgins Clark,1999,"Alvirah, an amateur detective, and her husband Willy investigate when an after-school shelter for neighborhood kids is prevented from moving into a neighboring building by a couple living there who claim to have inherited it","['Non-fiction', 'Young Adult', 'Mystery', 'Horror', 'Historical', 'Fantasy']",3.7,256.0,http://books.google.com/books/content?id=XYXRNUVVCeIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671035976,How to Stop Worrying and Start Living,Dale Carnegie,2004,"The first trade paperback edition of the classic guide to conquering the fears and worries that prevent individuals from living full and happy lives offers practical advice on how to eliminate business and financial anxieties, turn criticism into an advantage, avoid fatigue, and more. Reprint. 25,000 first printing.","['Personal Development', 'Non-fiction', 'Historical', 'Young Adult', 'Adventure']",4.11,358.0,http://books.google.com/books/content?id=zHBEKfn52l4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671036355,Present Tense: The Janus Gate: Book One,L. A. Graf,2002,"After the Enterprise is hurtled three days into the past by the explosion of a dying world, expeditions to the surface of that world take on a perilous new meaning when Captain Kirk and Dr. McCoy mysteriously vanish.","['Science Fiction', 'Mystery']",3.65,253.0,http://books.google.com/books/content?id=mXg_PgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671039721,Carrie,Stephen King,2002,"The story of misfit high-school girl, Carrie White, who gradually discovers that she has telekinetic powers. Repressed by a domineering, ultra-religious mother and tormented by her peers at school, her efforts to fit in lead to a dramatic confrontation during the senior prom.","['Young Adult', 'Horror', 'Science Fiction']",3.95,253.0,https://covers.openlibrary.org/b/id/14651709-M.jpg
9780671039745,Salem's Lot,Stephen King,1999,"In a classic tale of horror by Stephen King, a man returns to his hometown of Jerusalem's Lot, Maine, only to find it infested with vampires. Reprint.",['Horror'],4.01,631.0,http://books.google.com/books/content?id=ZZ-fPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671039943,Ice,V. C. Andrews,2001,"Ice Goodman, a troubled young girl, must draw on her extraordinary singing voice to escape the tragedy, deception, and her mother's jealousy that threaten to destroy her world. Original.","['Young Adult', ""Children's"", 'Historical', 'Fantasy']",3.75,208.0,http://books.google.com/books/content?id=kdBWlQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api
9780671040840,The Living Blood,Tananarive Due,2002,"Struggling to rebuild her life after the disappearance of her husband and the death of her oldest daughter, Jessica discovers that her other daughter inherited her father's immortality and sets out for Africa for guidance.","['Young Adult', 'Historical', 'Adventure', 'Non-fiction', 'Horror', 'Fantasy', 'Science Fiction']",4.33,515.0,http://books.google.com/books/content?id=JGMqSE_qFMgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
9780671041557,Diablo: Legacy of Blood,Richard A. Knaak,2001,"In a novel based on the popular computer game, Norrec Vizharan stumbles upon the ancient armor of Bartuc, the legendary Warlord of Blood, a cursed artifact that draws Norrect into a tortured struggle against his own bloodthirsty desires as he searches for the truth about the terrifying curse before he is lost to the darkness forever or falls into the hands of the evil demons pursuing him. Original. (A Blizzard Entertainment M-rated electronic game) (Horror)",['Horror'],3.77,355.0,http://books.google.com/books/content?id=W447TRc7bk4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api
