isbn13,isbn10,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,missing_description,age_of_book,words_in_description
9780553581355,055358135X,War of the Rats,,David L. Robbins,Fiction,http://books.google.com/books/content?id=YAZ6r_SDgToC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"During the siege of Stalingrad at the height of World War II, two master snipers--Chief Master Sergeant Vasily Zaitsev and German marksman Heinz Thorvald--embark on a deadly and calculating competition to destroy each other. By the author of Souls to Keep. Reprint.",2000.0,4.11,512.0,1731.0,0,25.0,42
9780553581850,0553581856,A Kiss to Remember,,Teresa Medeiros,Fiction,http://books.google.com/books/content?id=Bj6FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After his mother dies, Sterling Harlow sets out to reclaim her estate and evict his mother's ward Laura Fairleigh, but on the way there he is rendered unconscious and loses his memory, and Laura sets out to convince Sterling that he is her betrothed.",2002.0,3.88,353.0,3522.0,0,23.0,44
9780553581997,0553581996,Intimate Enemies,,Shana Abe,Fiction,http://books.google.com/books/content?id=FPcTpC2KeFEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Left the leader of the Clan MacRae following hte battlefield death of her father, Lauren MacRae is forced into a dangerous and passionate alliance with her clan's sworn enemy, English overlord Arion du Morgan, in order to protect her lands from marauding Norsemen. Original.",2000.0,3.82,390.0,395.0,0,25.0,44
9780553582000,0553582003,The Secret Swan,,Shana Abé,Fiction,http://books.google.com/books/content?id=eUlhRcrg97UC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Returning home to his young bride after eight years as a prisoner of war, Tristan Geraint comes face to face with a beautiful, strangely familiar woman who claims to be his wife's cousin and who stirs in him an unexpected passion. Original.",2001.0,3.66,393.0,681.0,0,24.0,42
9780553582024,055358202X,A Feast for Crows,,George R. R. Martin,Fiction,http://books.google.com/books/content?id=Uj6FDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The uneasy peace that exists following the death of Robb Stark is threatened by new plots, intrigues, and alliances that once again will plunge the Seven Kingdoms into all-out war for control of the Iron Throne.",2006.0,4.13,1061.0,491147.0,0,19.0,36
9780553582901,0553582909,Icebound,,Dean Koontz,Fiction,http://books.google.com/books/content?id=jGYQyJMsN5IC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A secret Arctic experiment turns into a frozen nightmare when a team of scientists, stranded on a drifting iceberg with a massive explosive charge, battles the elements for survival, only to discover that one of them is a murderer. Reissue.",2000.0,3.76,408.0,16801.0,0,25.0,40
9780553582918,0553582917,Intensity,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=9X7qX1lHizMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The sole survivor of a homicidal sociopath's latest killing spree, Chyna Shepherd unwittingly discovers the identity of the murderer's intended next victim and confronts her own troubled past and overwhelming fear to protect herself and the life of a complete stranger from the ultimate evil. Reissue.",2000.0,4.04,436.0,62698.0,0,25.0,46
9780553582956,055358295X,Death of a Blue Movie Star,,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=PDUz33ZcF1kC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The explosion of the Velvet Venus Theater, an X-rated movie house, makes twenty-one-year-old Rune determined to create a documentary on adult films, but she soon discovers that she is also tracking a killer to her prospective film career forever, in a revised edition of the best-selling author's classic thriller. Reprint.",2000.0,3.52,336.0,1159.0,0,25.0,50
9780553583168,0553583166,Watchers of Time,An Inspector Ian Rutledge Mystery,Charles Todd,Fiction,http://books.google.com/books/content?id=qfpvDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Inspector Ian Rutledge of Scotland Yard arrives in the Norfolk port of Osterley to investigate the murder of the local Catholic priest, who had attended the deathbed of Herbert Baker, a Protestant who had demanded to see a Catholic priest as he lay dying.",2002.0,3.98,421.0,3045.0,0,23.0,44
9780553583298,0553583298,Hard News,,Jeffery Deaver,Fiction,http://books.google.com/books/content?id=Mcgq7VEP6vYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Working as an assistant camera operator for a major news network, Rune discovers a tape in the network's archives of a man convicted of murder, and, convinced of his innocence, she begins resurrecting the old murder case.",2001.0,3.46,304.0,945.0,0,24.0,37
9780553584486,0553584480,The Face,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=h5nm4yFO8S4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When a Hollywood star becomes the target of a twisted killer, ex-cop Ethan Truman confronts the secrets of his tragic past and premonitions of his own impending violent death as he struggles to solve the macabre riddles of a killer.",2003.0,3.7,649.0,18321.0,0,22.0,40
9780553584509,0553584502,The Taking,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=J-r1X7gEfYcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Molly and Neil Sloan and their neighbors in a small California mountain town encounter a threat that transforms their peaceful streets into a ghostly labyrinth as they discover the horrifying reality of what is happening around them.,2005.0,3.78,410.0,31794.0,0,20.0,37
9780553584530,0553584537,Alone,,Lisa Gardner,Fiction,http://books.google.com/books/content?id=Jgm9S9MkxwMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When Bobby Dodge, a sniper with the Massachusetts State Police SWAT team, saves a woman and her young son from her armed husband, he finds himself investigating the shooting of a man who had accused his wife of poisoning their son.",2005.0,3.97,451.0,41823.0,0,20.0,41
9780553584974,0553584979,The Last Mermaid,,Shana Abé,FICTION,http://books.google.com/books/content?id=CcKGDwAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A mysterious legend, a locket, and the enchanted Scottish island of Kell become the thread that ties three haunting romance stories that span more than one thousand years. By the author of The Secret Swan. Original.",2004.0,3.73,581.0,1297.0,0,21.0,36
9780553585803,0553585800,Forty Signs of Rain,,Kim Stanley Robinson,Fiction,http://books.google.com/books/content?id=TI18I2jV1BgC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the first installment of a trilogy of eco-thrillers set in Washington, D.C., environmental aide Charlie Quibler is frustrated in his attempts to prove to a distracted government that global warming has reached cataclysmic levels, a situation that is complicated when a promising technology is exploited for private interests. Reprint.",2005.0,3.54,393.0,2956.0,0,20.0,50
9780553586077,0553586076,The Secret on Ararat,,Tim F. LaHaye;Bob Phillips,Fiction,http://books.google.com/books/content?id=6q-kPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Michael Murphy, a field archaeologist and scholar of biblical prophecy, embarks on a perilous new quest that takes him to Mt. Ararat in search of Noah's Ark, an expedition that leads to dramatic discoveries about the Bible's prophecies and revelations about the evil about to be unleashed on humankind. Reprint.",2006.0,4.23,416.0,3061.0,0,19.0,50
9780553587074,0553587072,Industrial Magic,,Kelley Armstrong,Fiction,http://books.google.com/books/content?id=gJBEmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Paige Winterbourne matches wits with an otherworldly killer preying on the teenage offspring of the underworld's most influential Cabals, including the Cortez Cabal, whose own rebellious scion, Lucas, is Paige's boyfriend.",2004.0,4.13,528.0,757.0,0,21.0,31
9780553587081,0553587080,Haunted,,Kelley Armstrong,Fiction,http://books.google.com/books/content?id=d6t2mAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Eve Levine, a deceased witch roaming the afterworld, is summoned by the Fates to help capture the Nix, an evil demi-demon who inhabits the bodies of would-be killers and compels them to complete their lethal acts.",2005.0,4.09,495.0,21181.0,0,20.0,36
9780553587159,0553587153,Seventy-Seven Clocks,,Christopher Fowler,Fiction,http://books.google.com/books/content?id=_N1BM5XM2M8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Peculiar Crimes Unit detectives John May and Arthur Bryant become embroiled in a twisted and complex conspiracy involving blackmail, priceless artworks, violence, and ritual murder when they investigate the bizarre death of a guest at London's famed Savoy Hotel. Original.",2005.0,3.89,496.0,2018.0,0,20.0,40
9780553587241,0553587242,Beach Girls,,Luanne Rice,Fiction,http://books.google.com/books/content?id=QT84GBfkL50C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Jack Kilvert returns to Hubbard's Point with his daughter, Nell, in the hopes of recapturing old friendships, and is reunited with reclusive artist Stevie Moore, the one-time best friend of his estranged sister, Madeleine.",2004.0,4.06,448.0,8026.0,0,21.0,34
9780553587890,0553587897,Frankenstein: City of Night: A Novel,,,Horror tales,,Detectives Carson O'Connor and Michael Maddison must stop the engineered killers of New Orleans.,,3.97,455.0,1041.0,0,,14
9780553588118,0553588117,Prince of the Blood,,Raymond E. Feist,Fiction,http://books.google.com/books/content?id=GVrB3M5QJAAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Percy is incredibly accident-prone, and holds the dubious record of the most accidents. Percy has had a small rivalary with Harold, however, they are always willing to help each other when in trouble.",2005.0,3.97,429.0,18852.0,0,20.0,33
9780553588194,0553588192,Exit Strategy,,Kelley Armstrong,Fiction,http://books.google.com/books/content?id=l3NJmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Nadia Stafford, a former police officer turned assassin dedicated to taking out criminals, is hired to take out a ruthless and efficient serial murderer who is endangering the entire killer-for-hire community by bringing the Feds all too close for comfort.",2007.0,3.88,480.0,6043.0,0,18.0,40
9780553588262,0553588265,Forever Odd,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=5tVIOmhXsG4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the unique world of Pico, Odd--an unforgettable hero who lives between the living and the dead--takes a stand against evil in a battle where there are no innocent bystanders. Reprint.",2006.0,3.97,364.0,59417.0,0,19.0,31
9780553589474,0553589474,Public Secrets,,Nora Roberts,Fiction,http://books.google.com/books/content?id=S4wRrGr5yqcC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Emma, a celebrity child who grew up amidst painful secrets, struggles to break free from her past, but her newfound love for a caring detective is challenged by repressed memories, murderous secrecy, and seduction. Reprint.",2006.0,4.02,481.0,10769.0,0,19.0,35
9780553802023,055380202X,The Universe in a Nutshell,,Stephen W. Hawking;STEPHEN W AUTOR HAWKING,Science,http://books.google.com/books/content?id=VXIc358dF4gC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The author explores recent scientific breakthroughs in the fields of supergravity, supersymmetry, quantum theory, superstring theory, and p-branes as he searches for the Theory of Everything that lies at the heart of the cosmos.",2001.0,4.15,216.0,27792.0,0,24.0,34
9780553803709,0553803700,"I, Robot",,Isaac Asimov,Fiction,http://books.google.com/books/content?id=QEhWPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The development of robot technology to a state of perfection by future civilizations is explored in nine science fiction stories.,2004.0,4.19,224.0,225145.0,0,21.0,20
9780553803815,0553803816,Sailing from Byzantium,How a Lost Empire Shaped the World,Colin Wells,History,http://books.google.com/books/content?id=jTmBvyaDdM0C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A history of the Byzantine Empire describes the cultural, artistic, religious, and scientific heritage of Byzantium that was preserved in the wake of the empire's 1453 fall to enemy conquerors, and its influence on Western civilization.",2006.0,3.87,368.0,602.0,0,19.0,36
9780553804799,0553804790,The Husband,,Dean Ray Koontz,Fiction,http://books.google.com/books/content?id=797pS6VOUQYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"When landscaper Mitchell Rafferty receives a phone call that his wife has been kidnapped and there is a two million dollar ransom, his extraordinary commitment to his wife will take him on a harrowing, seventy-two hour journey of adventure, sacrifice, and redemption. 525,000 first printing.",2006.0,3.81,400.0,38265.0,0,19.0,45
9780553804935,0553804936,The Dream Thief,,Shana Abé,Fiction,http://books.google.com/books/content?id=sJ5fmAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In eighteenth-century England, Lia, the daughter of the leader of the drakon tribe whose members can transform from human to dragon, uses her own talents to locate a powerful diamond, a gem that could allow a human to control the drakon.",2006.0,3.83,288.0,179.0,0,19.0,41
9780553813951,0553813951,Nights in Rodanthe,,Nicholas Sparks,Divorced people,http://books.google.com/books/content?id=lCmewAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"After her husband leaves her for a younger woman, forty-five-year-old Adrienne Willis reconsiders her entire life, until a trip to Rodanthe in North Carolina's outer banks leads to an encounter with successful surgeon Paul Flanner.",2003.0,3.83,222.0,137905.0,0,22.0,35
9780553902143,0553902148,The Last of the Mohicans,,James Fenimore Cooper,Fiction,http://books.google.com/books/content?id=JqnnTcDDFwUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Illus. in black-and-white. This action-packed edition of James Fenimore Cooper's famous adventure brings the wilds of the American frontier and the drama of the French and Indian War to vivid life.,2005.0,,,,0,20.0,31
9780563388548,0563388544,THE GOON SHOW,UNABRIDGED,VÁRIOS AUTORES,,,,2005.0,4.5,2.0,0.0,1,20.0,0
9780571084838,0571084834,Lord of the Flies,,William Golding,Airplane crash survival,,"After a plane crash strands them on a tropical island while the rest of the world is ravaged by war, a group of British schoolboys attempts to form a civilized society but descends into brutal anarchy.",1954.0,3.67,223.0,4498.0,0,71.0,36
9780571090242,0571090249,Death of a Naturalist,Volume one,Seamus Heaney,Poetry,http://books.google.com/books/content?id=et6dAgAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Death of a Naturalist marks the auspicious outset of an acclaimed master. As a first book of poems, it is remarkable for its accurate perceptions and its rich linguistic gifts.",1969.0,4.29,57.0,63.0,0,56.0,30
9780571125296,0571125298,The Real Thing,A Play,Tom Stoppard,Drama,http://books.google.com/books/content?id=LNy0n77P2eYC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A tie-in edition to the upcoming Broadway revival of Tom Stoppard's extraordinary play about love and marriage--the work that has been called ""the most moving play"" (""The New York Times"") he has ever written.",1984.0,3.94,112.0,3469.0,0,41.0,34
9780571144563,057114456X,Immortality,,Milan Kundera,Czech fiction,http://books.google.com/books/content?id=EyZ4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A modern classic, ""Immortality"" is ""ingenious, witty, provocative, and formidably intelligent, both a pleasure and a challenge to the reader"" (""Washington Post Book World"").",1992.0,4.13,400.0,20908.0,0,33.0,24
9780571161157,0571161154,The Complete Herbal Handbook for the Dog and Cat,,Juliette de Baïracli Levy,Pets,http://books.google.com/books/content?id=BaPewAEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Dog and cat owners are becoming increasingly concerned about the saftey of processed pet food and the possible side-effects of over-use of antibiotics and hormone treatments. This new edition, thoroughly revised and updated, covers Natural Rearing, herbal medicine and disease prevention.",1991.0,4.29,368.0,100.0,0,34.0,41
9780571169207,0571169201,Even Cowgirls Get the Blues ; My Own Private Idaho,,Gus Van Sant,Hitchhiking,http://books.google.com/books/content?id=YK7QxQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Adapted from Tom Robbins' cult novel, Even Cowgirls Get the Blues is a rambunctious epic of cowgirls, FBI agents and ecstatic whooping cranes. My Own Private Idaho charts the pilgrimage of a narcoleptic hustler who is searching for his long-lost mother in a world absent of love.",1993.0,3.79,199.0,94.0,0,32.0,47
9780571172481,0571172482,Lawrence Durrell,A Biography,Ian S. MacNiven,Biography & Autobiography,http://books.google.com/books/content?id=77J0QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Traces the life of the English author and discusses how his private world was assimilated into his writings,1998.0,4.04,801.0,24.0,0,27.0,18
9780571178568,0571178561,The Last Temptation,,Nikos Kazantzakis,Fiction,http://books.google.com/books/content?id=tbA-HQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Novel which portrays Christ as a sensitive human being who is torn between his own passionates desires and his triumphant destiny on the cross.,2000.0,4.16,589.0,109.0,0,25.0,24
9780571191635,0571191630,View with a Grain of Sand,Selected Poems,Wisława Szymborska,Polish poetry,http://books.google.com/books/content?id=aoJ8QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Selection of poetry of Szymborska - pronounced Shimboorska - the Polish poet who won the Nobel Prize for Literature.,1996.0,4.33,214.0,30.0,0,29.0,19
9780571193783,0571193781,The New Life,,Orhan Pamuk,Bus travel,http://books.google.com/books/content?id=KOAJGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A parable about love, literature and fanaticism. A young university student becomes obsessed with a magical book that delves into the dangerous natures of love and self. Abandoning his studies and his family, he goes with the beautiful Janan on a search for the meaning of the book's darker secrets.",1998.0,3.55,296.0,4422.0,0,27.0,50
9780571201136,057120113X,Beowulf,Translated by Seamus Heaney,Seamus Heaney,Beowulf,,"Composed towards the end of the first millennium of our era, the Anglo-Saxon poem Beowulf is a Northern epic and a classic of European literature. In this new translation, Seamus Heaney has produced a work that is true, line by line, to the original poem.",1999.0,3.43,106.0,172.0,0,26.0,45
9780571201150,0571201156,Letters Home,"Correspondence, 1950-1963",Sylvia Plath,"Authors, American",http://books.google.com/books/content?id=TKZTPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This volume collects together Sylvia Plath's correspondence, addressed chiefly to her mother, from her time at Smith College in the early 1950s up to her suicide in London in February 1963.",1999.0,4.2,502.0,2326.0,0,26.0,31
9780571201754,057120175X,The Poisonwood Bible,,Barbara Kingsolver,Americans,http://books.google.com/books/content?id=SZLCQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Told by the wife and four daughters of Nathan Price, a fierce evangelical Baptist who takes his family and mission to the Belgian Congo in 1959, The Poisonwood Bible is the story of one family's tragic undoing and remarkable reconstruction over the course of three decades in postcolonial Africa.",2000.0,4.05,616.0,1325.0,0,25.0,49
9780571202805,0571202802,Gilliam on Gilliam,,Terry Gilliam;Ian Christie,Performing Arts,http://books.google.com/books/content?id=82RQJgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The candid filmaker turns his his vision inward to explore the motivation behind Monty Python and the Holy Grail, The Fisher King, Twelve Monkeys, and other groundbreaking films. Original.",1999.0,4.1,294.0,255.0,0,26.0,29
9780571203123,0571203124,My Century,,Günter Grass,"History, Modern",http://books.google.com/books/content?id=5MOAPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Here, Gunter Grass writes of great events and seemingly trivial ones, of technical developments and scientific discoveries, of achievements in culture, sport, of megolamania, persecution and murder, war and disasters and of new beginnnings.",2000.0,3.45,248.0,775.0,0,25.0,34
9780571203154,0571203159,Taxi Driver,,Paul Schrader,Performing Arts,http://books.google.com/books/content?id=MITuHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A drama about a New York cab driver is driven to obsession when he attempts to save a teenage prostitute and embarks on a violent rampage against a world of filth and corruption.,2000.0,4.11,116.0,986.0,0,25.0,33
9780571207565,0571207561,Collected Children's Stories,,Sylvia Plath,"Children's poetry, American",http://books.google.com/books/content?id=i6oCGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Three classic children's stories, Mrs Cherry's Kitchen, The Bed Book and The It Doesn't Matter Suit, collected together in one volume for the first time.",2001.0,4.22,54.0,111.0,0,24.0,25
9780571211500,057121150X,Fat Pig,A Play,Neil LaBute,Drama,http://books.google.com/books/content?id=4ZVqDAAAQBAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Cast ages: adult.,2004.0,3.56,112.0,2312.0,0,21.0,3
9780571219315,0571219314,The Kid Stays in the Picture,,Robert Evans,Motion picture actors and actresses,http://books.google.com/books/content?id=yCZFPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"""'It's the wildest, most profane, most ridiculously riveting movie memoir ever!' - Newsweek""",2004.0,3.91,462.0,2081.0,0,21.0,13
9780571225378,0571225373,A Pale View of Hills,,Kazuo Ishiguro,Fiction,http://books.google.com/books/content?id=_vtQPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Etsuko, a middle-aged Japanese woman now living alone in England, dwells on the recent suicide of her elder daughter, Keiko. Despite the efforts of her surviving daughter to distract her thoughts, Etsuko finds herself recalling a particular summer in Nagasaki after the bomb fell.",2005.0,3.73,183.0,11763.0,0,20.0,44
9780571225392,057122539X,The Unconsoled,,Kazuo Ishiguro,Fiction,http://books.google.com/books/content?id=OD1EPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,The Unconsoled is an extraordinary study of a man whose life has accelerated beyond his control,2005.0,3.53,535.0,7083.0,0,20.0,16
9780571225552,0571225551,The Avignon Quintet,,Lawrence Durrell,"Short stories, English",http://books.google.com/books/content?id=SiLSGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"An omnibus edition of the five novels published by Durrell in a kaleidoscopic sequence between 1974 and 1985. The books are set mainly in Avignon and the ancient kingdom of Provence, though significant episodes in the quintet are set in the Egyptian desert, Venice, Paris, Vienna and Geneva.",2004.0,4.09,1376.0,285.0,0,21.0,48
9780573605734,0573605734,Breakfast of Champions,,,Science fiction,http://books.google.com/books/content?id=ODcO8CSwnNIC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1984.0,4.0,106.0,15.0,1,41.0,0
9780573612251,0573612250,Medea,,Robinson Jeffers,Greek drama (Tragedy),http://books.google.com/books/content?id=s0lmnH_2MBEC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1976.0,4.2,130.0,99.0,1,49.0,0
9780575048362,0575048360,Eric,,Terry Pratchett,Fantasy fiction,,Eric calls up a demon to grant him three wishes - but what he gets is the Discworld's most incompetent wizard ...,1990.0,3.75,126.0,179.0,0,35.0,22
9780575075368,0575075368,Dark Lord of Derkholm,,Diana Wynne Jones,Fantasy fiction,http://books.google.com/books/content?id=ILwjHAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Can the Wizard Derk and his family of human and griffin children save the world from the depradations of the evil Mr Chesney?,2003.0,4.12,328.0,12369.0,0,22.0,23
9780575601970,0575601973,A Sudden Wild Magic,,Diana Wynne Jones,,http://books.google.com/books/content?id=a0EcNgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A breathtakingly original, funny adventure of wars, worlds and otherworlds by one of the greatest fantasy writers in Britain",1997.0,3.76,380.0,101.0,0,28.0,19
9780582418172,0582418178,The Body,,Stephen King;Robin Waterfield,Friendship in adolescence,http://books.google.com/books/content?id=Rth4QgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In 1960s America, four young boys go on a journey to search for the body of a boy killed by a train. As they travel, they discover how cruel the world can be, but also how wondrous.",1999.0,4.26,80.0,27417.0,0,26.0,37
9780582418271,0582418275,The Firm,,John Grisham,Fiction,http://books.google.com/books/content?id=0qI5ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mitch McDeere, a Harvard Law graduate, becomes suspicious of his Memphis tax firm when mysterious deaths, obsessive office security, and the Chicago mob figure into its operations.",1999.0,4.0,76.0,522946.0,0,26.0,27
9780586008355,0586008357,The Caves of Steel,,Isaac Asimov,Fiction,http://books.google.com/books/content?id=sz7CQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,A Classic Robot novel.,1993.0,4.16,206.0,59865.0,0,32.0,4
9780586071397,0586071393,Faerie Tale,,Raymond E. Feist,Fairy tales,http://books.google.com/books/content?id=MsdacfG57IAC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A contemporary fantasy novel about the Hastings family who move from California to upstate New York into a ramshackle, old house in a deep wood and become involved in ancient, Celtic magic and occult horror when they are lured into the world of some luminous elfin beings.",1989.0,3.87,490.0,7700.0,0,36.0,47
9780586203194,0586203192,2061,Odyssey Three,Arthur C. Clarke,Computers,http://books.google.com/books/content?id=uSj0D8f70LUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Science fiction-roman.,1997.0,3.55,302.0,20216.0,0,28.0,2
9780586203798,0586203796,Mistress of the Empire,,Raymond E. Feist;Janny Wurts,English fiction,http://books.google.com/books/content?id=Y2tFKRiYA0cC&printsec=frontcover&img=1&zoom=1&source=gbs_api,Book 3 of the Empire trilogy.,1997.0,4.31,860.0,440.0,0,28.0,6
9780586203811,0586203818,Servant of the Empire,,Raymond E. Feist;Janny Wurts,Fantasy,http://books.google.com/books/content?id=xmmI3ZYsBboC&printsec=frontcover&img=1&zoom=1&source=gbs_api,,1990.0,4.29,827.0,22247.0,1,35.0,0
9780586210680,0586210687,The Master of Whitestorm,,Janny Wurts,Fantasy fiction,http://books.google.com/books/content?id=vIaCQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Everyone knew that there was no escape from the slave galleys of the Murghai: once chained to an oar the only release is death. But Korendir refuses to recognize impossibilities and aided by his rowing companion, Haldeth, he leads a desperate but successful revolt.",1992.0,3.91,413.0,78.0,0,33.0,44
9780586217832,0586217835,Magician,,Raymond E. Feist,Adventure stories,http://books.google.com/books/content?id=3IYA72d9dgMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,The first book in the Riftwar series.,1993.0,4.33,681.0,49332.0,0,32.0,7
9780590032490,0590032496,The witches,,Roald Dahl,Juvenile Nonfiction,http://books.google.com/books/content?id=tpQxolGFYSkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"A young boy and his Norwegian grandmother, who is an expert on witches, together foil a witches' plot to destroy the world's children by turning them into mice.",1997.0,4.17,208.0,254867.0,0,28.0,28
9780590100564,0590100564,Common Ground,"The Water, Earth, and Air We Share",Molly Bang,Juvenile Nonfiction,http://books.google.com/books/content?id=LSpkG31BYDUC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,Imagines a village in which there are too many people consuming shared resources and discusses the challenge of handling our world's environment safely.,1997.0,3.75,40.0,92.0,0,28.0,23
9780590135894,0590135899,Scary stories 3,more tales to chill your bones,Alvin Schwartz,Folklore,http://books.google.com/books/content?id=tQNDoaGr8OkC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"More traditional and modern-day stories of ghosts, haunts, superstitions, monsters, and horrible scary things.",1991.0,4.21,113.0,105.0,0,34.0,14
9780590209328,0590209329,Descriptive Writing,,Tara McCarthy,Language Arts & Disciplines,http://books.google.com/books/content?id=WrPw4CDBl6YC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Provides ideas and strategies for exploring and teaching descriptive writing in grades 4-8. Includes reproducibles, graphic organizers, mini-lessons and checklists.",1998.0,,,,0,27.0,20
9780590209342,0590209345,Persuasive Writing,,Tara McCarthy,Juvenile Nonfiction,http://books.google.com/books/content?id=juB6zbcyUBQC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Provides practical ideas and strategies for exploring and teaching persuasive writing in grades 4-8. Includes reproducibles, graphic organizers, mini-lessons and check-lists.",1998.0,3.2,64.0,5.0,0,27.0,21
9780590213110,0590213113,P.S. Longer Letter Later,,Paula Danziger,Friendship,http://books.google.com/books/content?id=Usv9XSDU274C&printsec=frontcover&img=1&zoom=1&source=gbs_api,Twelve-year-old best friends Elizabeth and Tara-Starr continue their friendship through letter-writing after Tara-Starr's family moves to another state.,1999.0,3.77,234.0,2650.0,0,26.0,18
9780590227162,0590227165,How Much is that Guinea Pig in the Window?,,Joanne Rocklin,Contests,http://books.google.com/books/content?id=DH5UGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mr. Day's fourth-grade class has a contest, recycling bottles and cans so that they will have enough money to buy a guinea pig.",1995.0,4.12,48.0,24.0,0,30.0,23
9780590254762,0590254766,"The lion, the witch and the wardrobe",,Clive Staples Lewis,Fantasy,,"Four English school children enter the magic land of Narnia through the back of a wardrobe and assist Aslan, the golden lion, in defeating the White Witch who has cursed the land with eternal winter.",1995.0,4.21,189.0,860.0,0,30.0,35
